Volcano Number,Volcano Name,VEI,Eruption Category,Latitude,Longitude,Country,Recoded Volcano Type,Region,Recoded Dominant Rock Type,Tectonic Setting,Elevation (m)
264050,Sangeang Api,,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,3.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,,Uncertain Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,3.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,1.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,1.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,1.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,1.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,3.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,2.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
264050,Sangeang Api,3.0,Confirmed Eruption,-8.2,119.07,Indonesia,Complex,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),1912
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,3.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Uncertain Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,3.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,1.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,3.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,2.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,6.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,3.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,3.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,4.0,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
262000,Krakatau,,Confirmed Eruption,-6.102,105.423,Indonesia,Caldera,Indonesia,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),155
264260,"Tara, Batu",,Uncertain Eruption,-7.791,123.585,Indonesia,Stratovolcano,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km),633
264260,"Tara, Batu",2.0,Confirmed Eruption,-7.791,123.585,Indonesia,Stratovolcano,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km),633
264260,"Tara, Batu",1.0,Uncertain Eruption,-7.791,123.585,Indonesia,Stratovolcano,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km),633
264260,"Tara, Batu",2.0,Confirmed Eruption,-7.791,123.585,Indonesia,Stratovolcano,Indonesia,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km),633
290360,Chikurachki,,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,3.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,1.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,4.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,1.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,,Uncertain Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,3.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,4.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,4.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,3.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,4.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,4.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
290360,Chikurachki,2.0,Confirmed Eruption,50.324,155.461,Russia,Stratovolcano,Kuril Islands,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),1781
257040,Ambrym,,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,1.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,1.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,1.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,1.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,4.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,0.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,1.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,3.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
257040,Ambrym,2.0,Confirmed Eruption,-16.25,168.12,Vanuatu,Shield,Melanesia and Australia,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km),1334
